kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
3545840,2,,7.7817,0.000108512,134.89,0.0104398,0.732,0.6928,13.79,1.364,38.17,4.841,8.222,1.044,0.213,1270.0,407.0,,,6711.0,218.0,4.18,0.35,1.565,0.997,NTP
10814711,2,,0.695634,1.03302e-05,131.647,0.00303345,0.9,0.2973,2.084,2.212,8.306,1.029,10.37,0.8897,0.1735,4790.0,793.0,,,9164.0,351.0,3.87,0.22,2.679,0.863,AFP
9872292,1,,10.1916,5.34529e-05,136.694,0.00418344,0.4931,1.82,6.082,0.1196,57.97,2.854,20.13,1.427,0.3377,1170.0,26.8,,,6260.0,116.0,4.05,0.01,1.824,0.049,PC
9946569,1,,623.065,0.0364012,242.658,0.0493161,0.5494,48.72,3.089,11.97,2041.0,2288.0,6.477,3.203,38.84,153.0,8.8,,,4671.0,146.0,4.58,0.05,0.697,0.067,UNK
7988962,2,,0.604482,1.10624e-05,131.644,0.00385493,0.8944,0.9575,1.877,5.32,80.55,12.39,10.3,1.075,0.8609,2270.0,507.0,,,6126.0,235.0,4.46,0.3,1.021,0.448,AFP
6452607,3,,1.0411,1.62383e-05,131.999,0.00629257,0.03442,213.6,5.051,14.47,52.41,7.565,9.17,0.8459,1.174,2120.0,615.0,,,6505.0,258.0,4.38,0.33,1.163,0.668,NTP
4459924,1,,4.79179,2.84054e-05,134.03,0.00433904,0.2936,8.68,4.304,0.1556,92.16,5.868,16.16,0.706,0.4871,892.0,126.0,,,5359.0,169.0,4.61,0.16,0.741,0.204,AFP
5027441,2,,0.919665,1.4307e-05,132.321,0.00751333,0.9033,0.1039,3.109,1.472,33.48,3.385,10.64,0.856,0.08682,2290.0,720.0,,,6458.0,245.0,4.3,0.34,1.262,0.786,UNK
6758917,2,,2.23611,5.74194e-07,132.751,9.18817e-05,0.8997,0.00697,1.507,0.01966,3025.0,26.03,179.2,5.231,0.05205,1260.0,289.0,,,5708.0,159.0,4.58,0.3,0.795,0.363,AFP
5960899,2,,0.844802,97.3434,131.94,31877.7,0.9875,10420.0,0.9197,381400.0,9.916e-07,0.8335,8.421e-07,0.0003179,160.9,4090.0,157000.0,,,8953.0,391.0,4.01,0.22,2.446,0.707,AFP
7552701,1,,1.32425,4.1302e-06,131.512,0.000918218,0.9,0.342,1.33,0.05013,85.2,4.708,25.31,1.657,0.4632,2220.0,667.0,,,6531.0,237.0,4.18,0.33,1.53,0.913,AFP
2304320,1,,16.5408,4.27001e-05,133.952,0.00223147,0.5178,3.123,2.62,0.1948,375.2,12.42,32.03,1.517,0.953,571.0,23.1,,,5067.0,102.0,4.57,0.05,0.772,0.054,PC
11442465,1,,33.9337,5.93526e-05,152.744,0.00141498,0.8017,0.006968,14.39,0.09096,8449.0,48.45,186.5,7.275,0.04201,430.0,35.6,,,5038.0,156.0,4.63,0.09,0.705,0.108,AFP
6947095,1,,0.566777,1.22939e-05,131.826,0.00361998,0.4005,9.132,2.185,2.768,43.87,7.34,8.287,0.5493,0.5737,1950.0,475.0,,,5524.0,347.0,4.55,0.29,0.824,0.387,NTP
1571717,1,,0.993022,1.02149e-05,131.675,0.00309298,0.515,1.876,2.707,0.5922,21.82,2.767,10.09,1.036,0.2429,3480.0,765.0,,,8302.0,322.0,4.03,0.27,2.134,0.925,NTP
4349442,1,,4.53929,2.31822e-06,133.961,0.000362557,0.9,0.03195,2.065,0.07805,868.0,9.175,108.9,2.62,0.1039,832.0,35.3,,,4910.0,106.0,4.6,0.05,0.726,0.053,PC
8123127,1,,0.676112,1.67071e-05,132.043,0.00144373,0.3429,3.765,1.804,0.3348,36.33,8.545,5.434,1.733,0.4475,4130.0,899.0,,,7379.0,297.0,3.73,0.37,2.803,1.199,UNK
9182617,3,,0.967472,0.0,132.396,0.0,0.1,0.0,2.5,0.0,520.3,0.0,-1.0,4.572,0.0,2850.0,0.0,,,6103.0,403.0,3.74,0.52,1.992,1.308,NTP
5959719,1,,6.73806,3.61249e-05,133.336,0.00401775,0.02589,224.7,2.532,0.1585,95.84,7.015,14.36,0.7339,1.153,786.0,34.1,,,5168.0,105.0,4.57,0.05,0.769,0.059,PC
6953047,1,,3.43369,2.53694e-05,133.589,0.00456658,0.02931,197.7,4.582,0.4858,76.13,7.636,10.73,3.879,3.045,3760.0,705.0,,,10577.0,438.0,3.69,0.3,4.326,1.583,AFP
9812716,1,,0.66444,7.24263e-06,131.533,0.00487088,0.9002,0.2026,2.315,2.003,78.5,5.14,17.59,1.963,0.2903,3490.0,1020.0,,,7573.0,297.0,4.08,0.34,1.916,1.11,UNK
5115607,1,,10.8441,0.000137288,135.85,0.0100311,0.004171,756.0,15.13,1.077,48.74,7.453,8.01,0.8501,0.492,1020.0,159.0,,,6385.0,181.0,4.21,0.23,1.211,0.37,NTP
3245420,3,,0.567246,1.46111e-05,131.57,0.00715482,0.9732,0.0129,1.207,0.1863,113.6,18.59,7.933,4.471,0.4011,4950.0,837.0,,,8079.0,317.0,3.71,0.27,3.279,1.079,NTP
9657636,1,,542.528,0.0125295,278.392,0.0153682,0.01378,657.2,10.89,1.356,79.63,13.79,7.375,1.083,1.913,266.0,43.0,,,6099.0,159.0,4.2,0.24,1.212,0.386,UNK
3458687,1,,0.98385,8.18115e-06,132.224,0.00223161,0.2859,7.236,3.668,2.027,51.42,4.787,13.48,1.017,0.4304,2400.0,548.0,,,6406.0,196.0,4.15,0.24,1.4,0.635,UNK
5177859,1,,6.98473,3.05642e-05,135.998,0.00313416,0.7145,1.019,2.551,0.1224,85.3,7.308,11.53,1.225,0.4066,1060.0,249.0,,,5841.0,176.0,4.28,0.25,1.235,0.573,PC
11295729,1,,1.69553,1.09085e-05,132.197,0.00216303,0.5,1.286,4.664,0.6303,41.38,4.027,11.08,1.147,0.1691,2400.0,617.0,,,7301.0,322.0,4.11,0.29,1.717,0.871,AFP
11409698,2,,10.2678,4.72093e-07,132.53,3.78406e-05,0.7744,0.0004178,5.576,0.002411,27230.0,11.24,2810.0,26.19,0.00842,1140.0,273.0,,,6664.0,226.0,4.18,0.26,1.44,0.685,AFP
6449552,2,,20.1488,3.09998e-06,144.5,0.000127113,0.8447,0.05774,4.684,0.008737,120400.0,195.0,3237.0,43.28,3.702,631.0,125.0,,,5547.0,165.0,4.45,0.26,0.918,0.36,AFP
10965740,1,,21.7878,7.20453e-05,136.694,0.00277738,0.9967,0.04318,4.213,0.1651,462.1,14.89,31.89,12.47,9.3,1040.0,304.0,,,5627.0,164.0,3.63,0.57,3.05,1.769,AFP
4644952,2,,4.36273,4.88658e-06,135.233,0.000765877,0.5045,1.349,2.179,0.0669,329.0,7.604,45.91,1.63,0.3608,1020.0,89.5,,,5527.0,110.0,4.49,0.13,0.88,0.15,PC
9149986,1,,569.813,0.0122461,427.381,0.0192332,0.003344,5560.0,4.191,5.706,1579.0,900.1,5.543,3.149,13.51,197.0,81.3,,,5485.0,187.0,4.49,0.52,0.801,0.659,UNK
9449455,1,,0.568312,1.23863e-05,131.869,0.00202919,0.4908,2.172,1.534,0.3365,21.78,3.474,9.537,0.7036,0.1827,3060.0,715.0,,,6793.0,265.0,4.17,0.26,1.454,0.671,AFP
4035675,2,,2.87367,2.9543e-07,134.019,4.84484e-05,0.9008,0.00173,1.762,0.00668,4691.0,15.43,503.3,18.92,0.06033,1830.0,441.0,,,5692.0,174.0,3.83,0.44,2.287,1.094,AFP
10384298,1,,3.43862,1.30678e-05,132.683,0.00213284,0.4997,2.371,1.483,0.07097,40.48,3.72,12.34,0.5064,0.1965,1030.0,188.0,,,5431.0,161.0,4.58,0.21,0.779,0.28,PC
5092799,1,,11.2902,0.000379137,135.39,0.0300397,0.8625,0.6796,9.605,1.158,149.1,21.02,7.37,0.933,0.5114,617.0,49.7,,,5025.0,187.0,4.61,0.07,0.657,0.094,UNK
11408935,2,,15.9951,3.12253e-05,136.665,0.00159985,0.8639,0.01635,6.965,0.108,1633.0,22.77,72.49,3.761,0.05298,680.0,153.0,,,5914.0,164.0,4.57,0.31,0.812,0.363,AFP
8645191,3,,0.689195,8.1307e-06,131.911,0.00117539,0.7,1.155,1.03,0.07873,171.7,17.52,17.04,1.19,0.4302,1880.0,385.0,,,5665.0,165.0,4.55,0.28,0.843,0.342,AFP
8552947,1,,448.465,0.00544679,370.38,0.0075718,0.765,0.132,12.53,0.5171,730.4,213.4,3.959,60.15,10.71,751.0,162.0,,,5002.0,227.0,2.38,0.03,20.29,8.553,UNK
3547091,2,,3.30558,2.26992e-06,132.75,0.000403241,0.5029,1.271,1.758,0.1376,1722.0,30.68,65.68,2.999,0.5747,1020.0,141.0,,,5513.0,196.0,4.63,0.16,0.704,0.187,AFP
8379833,1,,2.18589,9.25614e-06,133.168,0.00205571,0.3531,4.094,2.486,0.09237,51.24,3.697,15.78,1.124,0.3328,1990.0,486.0,,,6787.0,236.0,4.14,0.27,1.537,0.745,AFP
4936990,1,,10.3145,3.76115e-06,137.705,0.000318286,0.9943,0.03824,3.497,0.0211,10100.0,35.73,322.9,14.51,2.403,885.0,211.0,,,6335.0,221.0,4.46,0.33,0.837,0.394,AFP
4739791,2,,0.900056,1.00885e-05,131.513,0.00266705,0.7,3.995,2.351,1.675,524.4,82.48,9.27,6.718,6.173,3760.0,577.0,,,7762.0,306.0,3.85,0.24,2.735,0.813,AFP
10532771,3,,3.84693,9.43598e-05,134.76,0.0169283,0.9644,0.004687,9.977,0.2782,612.5,49.36,15.17,10.61,0.465,2630.0,452.0,,,8014.0,334.0,3.69,0.28,3.398,1.134,UNK
5471675,2,,12.4257,0.000153222,141.567,0.00991587,0.7103,0.6871,15.06,0.2608,128.6,13.27,10.06,2.215,0.4175,1140.0,271.0,,,6561.0,247.0,4.05,0.27,1.821,0.851,AFP
2693092,2,,39.8415,1.27417e-05,141.997,0.000267601,0.9999,0.01211,7.328,0.01267,4906.0,30.72,544.5,31.64,2.179,833.0,184.0,,,6070.0,179.0,3.8,0.37,2.47,1.083,AFP
12115188,1,,0.990855,3.62776e-06,131.978,0.000717863,0.3122,5.792,1.217,0.03601,186.3,9.387,27.01,1.278,0.6385,1710.0,323.0,,,5529.0,158.0,4.47,0.26,0.936,0.35,AFP
12256520,1,,33.2407,0.000257301,143.468,0.00621398,0.9601,0.0151,5.465,0.4043,361.9,22.49,17.21,2.527,0.1387,563.0,105.0,,,5605.0,161.0,4.38,0.24,1.015,0.374,PC
11673686,1,,4.61877,7.21168e-08,133.387,1.04322e-05,0.0002672,1.93,5.954,0.0009555,32580.0,10.15,3669.0,32.28,0.006547,1570.0,339.0,,,6195.0,174.0,3.94,0.37,1.781,0.765,AFP
4074640,1,,2.53584,1.70891e-05,133.18,0.00318158,0.6637,1.171,5.197,0.7012,83.83,10.64,8.326,1.222,0.3076,1680.0,422.0,,,6657.0,239.0,4.32,0.29,1.257,0.626,UNK
11460018,1,,4.28095,5.53784e-06,133.371,0.000889823,0.2915,8.115,2.826,0.2965,719.9,14.06,58.84,2.227,1.33,1020.0,210.0,,,5641.0,160.0,4.56,0.28,0.831,0.341,PC
5472950,1,,1.07593,3.60375e-05,131.878,0.00603938,0.4144,8.227,6.976,24.05,67.67,31.71,2.769,0.6073,0.5772,1470.0,413.0,,,5254.0,169.0,4.55,0.68,0.735,0.409,AFP
8264037,2,,0.524761,0.00199051,131.509,0.480032,0.06029,8735.0,3.914,1972.0,1.297,30.53,0.05379,0.321,27.86,4480.0,699.0,,,7682.0,303.0,3.84,0.23,2.783,0.839,NTP
7626595,3,,0.63846,9.31599e-06,132.055,0.00134704,0.2101,10.02,2.719,1.836,71.75,9.036,13.18,3.116,1.203,4760.0,787.0,,,7694.0,300.0,3.63,0.24,3.627,1.166,UNK
9827149,1,,2.13194,5.83646e-06,131.523,0.00141042,0.3467,5.923,1.821,0.09243,283.2,16.34,22.78,1.632,0.8789,1380.0,330.0,,,5825.0,210.0,4.5,0.33,0.965,0.455,PC
10454401,1,,12.1807,0.0,139.344,0.0,0.1,0.0,2.5,0.0,422700.0,0.0,-1.0,48.12,0.0,743.0,0.0,,,5750.0,159.0,4.54,0.25,0.882,0.29,AFP
7109675,1,,33.6018,1.96137e-05,153.066,0.000490372,0.2862,0.3999,4.326,0.08409,7455.0,44.85,169.2,7.864,0.2963,495.0,17.5,,,5149.0,107.0,4.45,0.05,0.93,0.053,PC
8007262,1,,1.34518,3.67498e-06,132.006,0.00120605,0.9671,0.002497,4.087,0.0416,1747.0,40.44,41.34,9.584,0.2098,2320.0,719.0,,,6664.0,294.0,4.14,0.35,1.675,1.026,UNK
10319590,1,,537.86,0.00206861,196.705,0.00315973,0.6752,0.068,8.042,0.2138,117000.0,3942.0,1257.0,39.56,2.63,232.0,43.7,,,5782.0,170.0,4.37,0.25,1.06,0.394,UNK
11723926,1,,0.534062,0.00117889,131.98,0.532707,0.5899,521.5,3.259,1501.0,0.1554,2.204,0.09651,0.09639,7.233,3930.0,913.0,,,7272.0,332.0,3.95,0.27,2.328,1.062,UNK
4356766,1,,1.73179,3.2387e-07,132.898,0.000126373,0.9769,0.05606,4.767,0.03295,53680.0,103.5,1900.0,39.28,4.541,1530.0,323.0,,,5761.0,196.0,4.43,0.28,1.029,0.43,AFP
8616637,1,,2.02,2.32726e-06,131.691,0.000509316,0.8997,0.1196,1.846,0.1103,317.4,7.602,53.42,1.698,0.2315,1170.0,51.4,,,5108.0,106.0,4.56,0.06,0.783,0.061,PC
3338885,1,,1.97034,2.19656e-06,131.948,0.000505371,0.4985,1.091,1.725,0.0302,428.8,10.29,55.16,3.477,0.7991,1600.0,732.0,,,4883.0,139.0,3.97,0.58,1.667,1.523,PC
5645788,3,,0.871071,9.95483e-06,131.924,0.00404754,0.69,2.943,3.766,8.233,71.67,7.037,13.17,1.956,1.216,3440.0,883.0,,,7830.0,305.0,4.03,0.31,2.16,1.095,AFP
5796185,2,,42.559,0.0,133.496,0.0,0.1,0.0,6.0,0.0,4648.0,0.0,-1.0,5.818,0.0,486.0,0.0,,,5747.0,188.0,4.55,0.3,0.861,0.365,AFP
9591503,2,,0.572265,0.0,131.77,0.0,0.1,0.0,1.5,0.0,1068.0,0.0,-1.0,5.435,0.0,3280.0,0.0,,,6440.0,227.0,3.89,0.48,1.646,0.786,AFP
5364071,2,,2.57657,2.43065e-06,133.48,0.000476055,0.6993,0.6786,1.669,0.1237,797.0,18.21,56.5,1.771,0.4458,758.0,27.9,,,3960.0,85.0,4.68,0.04,0.586,0.035,PC
9028104,3,,0.580601,0.0,131.784,0.0,0.1,0.0,2.0,0.0,393.5,0.0,-1.0,4.172,0.0,3690.0,0.0,,,7334.0,333.0,4.01,0.27,2.076,0.933,UNK
8847349,1,,0.732871,7.81307e-06,132.059,0.00200428,0.5,1.867,2.427,0.7195,29.9,3.039,12.7,2.436,0.5569,4710.0,1280.0,,,7241.0,300.0,3.45,0.51,4.304,2.317,AFP
12644774,1,,410.775,0.00186263,338.047,0.00410494,0.8997,0.01203,5.984,0.1583,6702.0,206.2,46.02,9.19,0.2466,243.0,58.4,,,5665.0,205.0,4.38,0.3,0.938,0.446,UNK
6861403,1,,0.566704,9.68911e-06,131.705,0.0011233,0.1,18.19,2.011,0.7833,40.27,5.122,10.47,7.692,3.991,5670.0,930.0,,,5025.0,211.0,2.7,0.03,12.46,3.951,NTP
10265524,1,,1.33933,3.15993e-05,132.792,0.0154301,0.9519,0.02268,3.407,0.6341,70.46,5.087,14.42,1.879,0.09239,2740.0,599.0,,,7474.0,301.0,4.06,0.24,1.837,0.79,UNK
4243984,3,,0.799422,1.01588e-05,131.912,0.00384919,0.331,12.58,3.915,7.988,92.04,11.72,12.02,1.499,1.191,2840.0,866.0,,,7097.0,336.0,4.2,0.34,1.529,0.921,AFP
9333652,2,,395.862,0.0108898,504.673,0.0096979,0.661,12.35,3.714,3.131,259.1,79.55,3.894,2.063,5.449,302.0,68.9,,,6420.0,252.0,4.28,0.26,1.208,0.543,NTP
5080652,1,,2.07218,0.0,133.095,0.0,0.1,0.0,3.0,0.0,261000.0,0.0,-1.0,37.74,0.0,1200.0,0.0,,,5511.0,175.0,4.62,0.15,0.716,0.177,UNK
10813132,1,,4.76703,1.89734e-05,132.694,0.00270328,0.8992,0.5575,2.059,0.5823,166.9,12.97,14.33,1.443,0.7887,1050.0,210.0,,,5629.0,161.0,4.43,0.26,0.937,0.372,PC
4275328,1,,6.15053,1.79579e-06,132.521,0.000239799,0.9991,0.0144,4.285,0.01287,2666.0,9.871,368.6,14.68,1.658,1420.0,311.0,,,6691.0,228.0,4.08,0.24,1.565,0.677,AFP
1717722,2,,0.977284,7.42506e-06,131.716,0.00186241,0.2993,11.93,1.54,0.2105,207.4,23.37,13.82,1.007,1.216,1350.0,81.3,,,4812.0,145.0,4.61,0.06,0.713,0.074,PC
5880537,1,,3.14171,4.18501e-05,134.395,0.0090829,0.8979,0.1688,7.742,2.185,122.5,14.07,8.8,1.048,0.2008,1030.0,109.0,,,5151.0,168.0,4.53,0.16,0.785,0.159,UNK
3730390,2,,1.01635,1.83499e-05,132.376,0.00633765,0.03878,132.1,3.563,3.568,42.17,7.853,13.18,0.6705,0.6424,2080.0,422.0,,,6570.0,199.0,4.43,0.28,1.025,0.412,AFP
4456622,2,,0.751434,1.63665e-05,132.262,0.0043796,0.04944,232.5,2.609,5.857,53.8,12.32,6.17,0.6569,1.679,1930.0,401.0,,,5697.0,173.0,4.46,0.27,0.903,0.372,AFP
5734003,1,,0.528597,0.0,131.834,0.0,0.1,0.0,2.0,0.0,711.5,0.0,-1.0,6.477,0.0,4110.0,0.0,,,7495.0,319.0,3.93,0.22,2.389,0.88,AFP
6222529,1,,0.990238,0.00116317,132.204,0.339702,0.9,4.664,2.878,47.71,0.9413,8.3,0.1218,0.3702,2.112,4130.0,1110.0,,,7888.0,309.0,3.64,0.52,3.261,1.74,AFP
7811397,1,,169.501,0.000413446,229.008,0.00166251,0.5814,0.06023,7.739,0.1202,12850.0,147.3,101.1,8.427,0.1322,267.0,32.4,,,5272.0,215.0,4.6,0.12,0.719,0.164,PC
6763132,1,,0.586872,4.17334e-06,131.682,0.000435695,0.1204,6.861,1.592,0.1204,388.5,20.44,28.01,5.73,0.8795,4620.0,780.0,,,8009.0,307.0,3.78,0.27,2.874,0.944,UNK
4391348,1,,1.96434,8.95501e-06,131.651,0.0024787,0.03859,118.6,2.524,0.1387,164.1,12.2,16.72,1.5,1.363,1680.0,499.0,,,6277.0,238.0,4.35,0.33,1.169,0.689,AFP
6383595,2,,1.4077,1.53272e-05,131.973,0.00424388,0.3461,6.01,3.9,1.306,23.1,2.938,8.983,0.86,0.3758,2380.0,576.0,,,6596.0,231.0,4.04,0.25,1.757,0.843,UNK
6451605,1,,0.556252,1.70031e-05,132.003,0.00339923,0.8643,0.4913,1.509,1.128,22.76,5.399,5.894,0.8274,0.239,3210.0,1140.0,,,7179.0,285.0,4.22,0.39,1.527,1.076,AFP
3547523,1,,0.643346,7.33162e-06,131.7,0.00162603,0.1,39.33,1.993,1.245,27.66,2.833,13.96,1.131,0.7371,3670.0,1040.0,,,7543.0,287.0,4.02,0.32,2.115,1.186,AFP
4949801,1,,1.56409,2.33058e-05,133.024,0.00847478,0.01543,327.6,7.66,15.35,78.64,7.592,10.7,0.8073,1.085,1430.0,248.0,,,5480.0,168.0,4.51,0.26,0.934,0.318,AFP
4458918,2,,4.12168,5.41251e-05,135.068,0.00899144,0.8965,0.1243,10.97,3.157,44.72,4.143,11.08,1.278,0.1323,1680.0,515.0,,,7025.0,291.0,4.15,0.34,1.65,1.004,AFP
11809145,1,,1.06702,1.0236e-05,132.271,0.00172625,0.2998,3.42,3.529,0.7909,16.26,2.137,9.636,0.8773,0.1747,3010.0,557.0,,,7128.0,243.0,3.95,0.24,2.135,0.777,UNK
10815932,3,,3.71769,2.55462e-05,135.063,0.00408772,0.5052,1.885,8.106,0.9855,55.23,4.409,13.75,3.312,0.8483,2720.0,691.0,,,7191.0,296.0,3.46,0.46,4.327,2.166,AFP
3447722,1,,16.0883,7.48493e-05,139.492,0.00388809,0.0009292,4468.0,5.583,0.9043,586.5,46.36,27.44,3.217,2.715,876.0,107.0,,,6157.0,127.0,4.22,0.15,1.33,0.319,PC
6070312,2,,3.97848,0.000161729,135.224,0.0352189,0.9841,0.005103,7.393,0.3974,171.2,17.32,12.7,1.721,0.1696,1170.0,221.0,,,6075.0,215.0,4.5,0.27,0.952,0.352,AFP
5821056,2,,1.55361,1.20687e-05,131.615,0.00298638,0.9027,0.05891,4.532,0.6435,262.7,32.9,9.298,1.908,0.1582,1780.0,339.0,,,6587.0,245.0,4.46,0.27,1.008,0.377,AFP
5887393,1,,1.55091,1.37534e-05,131.617,0.00351904,0.6996,0.4412,3.058,0.2523,12.0,1.497,9.084,1.102,0.1287,3190.0,528.0,,,7612.0,312.0,3.79,0.26,2.968,0.952,NTP
9832727,3,,5.64191,0.000142559,135.698,0.0194488,0.9665,0.00437,12.73,0.3948,259.4,4.888,16.02,4.3,0.006123,1850.0,491.0,,,7914.0,302.0,4.04,0.31,2.128,1.116,AFP
6356928,3,,2.34351,1.36448e-05,131.591,0.00194445,0.5043,2.452,4.904,0.5943,111.2,13.9,9.337,2.302,0.6258,2390.0,617.0,,,7585.0,314.0,4.02,0.3,2.1,1.07,AFP
8842025,1,,0.522435,7.02531e-06,131.957,0.00114097,0.4606,3.369,1.212,0.1826,319.1,28.19,16.3,2.588,0.9763,2910.0,788.0,,,6359.0,204.0,4.18,0.28,1.404,0.756,AFP
7199774,1,,4.70813,6.85945e-08,132.364,1.05542e-05,0.8975,0.003142,2.968,0.001026,54760.0,15.76,4636.0,29.31,0.1893,1050.0,224.0,,,5868.0,159.0,4.53,0.3,0.894,0.38,AFP
8573459,2,,1.06202,1.36849e-05,132.14,0.0040968,0.9018,0.3899,2.358,1.76,14.59,2.222,8.295,0.6253,0.2019,2330.0,628.0,,,6562.0,215.0,4.23,0.3,1.4,0.751,AFP
10319385,1,,0.689178,6.7794e-06,131.928,0.0012604,0.34,5.139,1.146,0.1094,40.45,3.562,16.49,0.6114,0.3005,1950.0,173.0,,,5640.0,130.0,4.5,0.16,0.958,0.164,PC
4669058,1,,0.91708,1.53202e-05,132.372,0.00594034,0.7231,0.9743,3.825,3.44,9.392,1.313,8.201,0.9432,0.2403,3940.0,627.0,,,8158.0,333.0,3.86,0.24,2.856,0.879,NTP
11043136,2,,5.24342,3.04371e-06,134.504,0.000414671,0.1021,7.588,1.385,0.09359,2348.0,38.08,71.41,4.277,0.7053,1020.0,232.0,,,5749.0,206.0,4.44,0.28,0.881,0.395,AFP
10338279,1,,5.66028,2.4993e-06,134.466,0.000268998,0.3166,2.337,0.722,0.02666,383.2,7.693,64.13,1.686,0.3049,951.0,220.0,,,5615.0,166.0,4.48,0.29,0.842,0.387,AFP
9788612,2,,2.55964,3.84408e-05,131.794,0.0104257,0.723,0.009387,14.1,0.1789,602.2,25.18,19.9,5.117,0.1073,2190.0,739.0,,,7478.0,318.0,4.1,0.38,1.935,1.293,UNK
8624143,1,,1.37786,1.33335e-05,131.974,0.00172245,0.08185,28.32,2.108,0.1859,111.7,18.42,7.675,13.12,9.756,4100.0,657.0,,,4771.0,186.0,2.66,0.03,12.92,4.015,NTP
7281864,1,,0.567144,1.82542,131.903,315.137,0.3931,4046.0,1.126,1989.0,0.0002685,5.648,6.764e-05,0.001663,17.49,2290.0,2500.0,,,6074.0,191.0,4.46,0.29,0.994,0.419,AFP
6346809,1,,17.5771,4.96704e-05,137.73,0.00224563,0.0581,53.16,1.539,0.211,628.6,34.43,19.6,2.247,1.548,673.0,145.0,,,5653.0,169.0,4.44,0.27,0.901,0.385,PC
10031634,1,,0.652826,8.35627e-05,131.783,0.0147732,0.9,1.266,2.191,12.11,17.85,14.85,1.316,0.755,0.8057,2960.0,925.0,,,6886.0,267.0,4.19,0.35,1.537,0.954,AFP
5010302,2,,1.63268,1.70082e-05,131.785,0.0048284,0.6283,0.4946,4.543,0.5229,5.939,0.7292,8.959,0.8902,0.0971,3470.0,590.0,,,7854.0,313.0,3.67,0.26,3.462,1.143,AFP
2580613,1,,3.00609,4.6626e-05,131.566,0.0100555,0.9394,0.1216,6.869,4.317,13.36,1.6,7.912,1.348,0.2112,2560.0,435.0,,,7500.0,312.0,3.76,0.26,3.067,1.01,UNK
8362899,1,,0.807057,9.74767e-06,132.195,0.00176484,0.5025,2.835,1.949,0.3841,164.6,18.97,10.45,3.489,1.153,3880.0,617.0,,,7884.0,300.0,3.88,0.22,2.619,0.809,AFP
4556468,1,,114.342,0.00306481,216.788,0.0203437,0.8488,0.3279,13.58,1.504,231.6,23.5,9.937,2.047,0.4097,428.0,148.0,,,6257.0,224.0,4.38,0.38,1.186,0.813,PC
4931864,1,,2.18915,0.0,133.534,0.0,0.1,0.0,7.5,0.0,202.9,0.0,-1.0,2.671,0.0,2110.0,0.0,,,6706.0,247.0,4.03,0.25,1.86,0.817,NTP
8509346,1,,6.09903,1.27101e-07,135.522,1.55294e-05,0.9062,0.002218,4.775,0.001128,52590.0,11.21,5841.0,36.68,0.1709,1180.0,210.0,,,6356.0,203.0,4.3,0.23,1.141,0.399,AFP
9239211,3,,0.673761,1.35929e-05,131.79,0.00465485,0.2793,23.42,2.21,2.906,57.94,10.52,7.445,1.717,1.999,3630.0,859.0,,,7449.0,320.0,3.99,0.28,2.205,1.025,UNK
11968513,2,,1.0381,8.33333e-06,132.014,0.00118248,0.3699,6.477,1.25,0.0662,359.8,45.15,10.91,1.424,0.8924,1550.0,298.0,,,5547.0,214.0,4.6,0.21,0.742,0.28,AFP
8332521,2,,14.7451,0.000159849,135.026,0.00861296,0.9067,0.3695,4.68,0.9633,115.1,13.09,8.701,1.251,0.4402,784.0,164.0,,,6146.0,189.0,4.45,0.29,0.987,0.409,PC
10684587,3,,0.528248,4.52216e-05,131.798,0.00648134,0.09972,167.2,1.5,3.028,118.5,61.67,4.368,3.343,9.662,4560.0,763.0,,,7530.0,314.0,3.77,0.26,3.022,0.98,AFP
5558379,1,,2.49801,1.51334e-05,133.525,0.0033708,0.899,0.2541,4.487,0.9955,61.78,4.864,13.03,1.027,0.2061,1610.0,411.0,,,6689.0,212.0,4.39,0.32,1.123,0.569,AFP
7534037,1,,3.00054,3.88027e-05,133.286,0.0082305,0.3371,6.082,12.11,8.265,104.3,8.909,11.78,0.7218,0.4779,970.0,981.0,,,4927.0,157.0,4.57,0.9,0.718,1.451,NTP
7703530,1,,475.693,0.00704373,332.877,0.00634577,0.4611,3.188,5.149,0.2936,179.4,37.03,5.745,55.2,38.78,998.0,178.0,,,4026.0,128.0,1.33,0.27,41.92,14.71,UNK
3245000,1,,20.4136,0.000209297,148.511,0.00810932,0.9016,0.2948,3.477,1.061,495.1,63.79,7.675,2.206,0.7291,586.0,118.0,,,5514.0,164.0,4.57,0.27,0.826,0.33,UNK
9818983,1,,0.671549,1.50518e-05,131.937,0.00567198,0.6735,4.563,3.679,19.11,7.508,0.9633,10.67,0.4224,0.4002,2880.0,665.0,,,6765.0,262.0,4.16,0.25,1.448,0.659,UNK
3456780,1,,1.55644,1.8119e-05,131.605,0.00218968,0.5001,2.619,2.36,0.1429,112.4,22.92,5.55,2.588,0.7946,2930.0,814.0,,,7865.0,327.0,3.99,0.34,2.351,1.292,UNK
